ID;Age;Experience;Income;ZIP Code;Family;CCAvg;Education;Mortgage;PersonalLoan;SecuritiesAccount;CDAccount;Online;CreditCard;ExperienceCategory;IncomeCategory;Log_Income;FamilySizeCategory;Income_Family_Interaction;SpendingperFamily;Log_Mortgage;Mortgage/Income;SpendingCategory;MortgageDependency;AgeGroup;EducationLevel
2009;63;38;31;92037;1;1100;3;125;0;0;0;1;0;Senior;Middle Income;3.4657359027997265;Small;31.0;1100.0;4.836281906951478;4.032258064516129;High Spender;High Dependency;Senior;Advanced/PhD
2010;25;0;99;92735;1;1900;1;323;0;0;0;0;0;Junior;High Income;4.605170185988092;Small;99.0;1900.0;5.780743515792329;3.2626262626262625;High Spender;High Dependency;Young Adult;Undergraduate
2011;61;36;41;96001;2;1500;1;0;0;0;0;0;0;Senior;Middle Income;3.7376696182833684;Small;20.5;750.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2012;46;21;39;92507;4;0;2;0;0;0;0;1;0;Senior;Middle Income;3.6888794541139363;Medium;9.75;0.0;0.0;0.0;Low Spender;No Mortgage;Adult;Graduate
2013;57;31;51;93943;1;1400;1;0;0;0;0;1;1;Senior;Middle Income;3.9512437185814275;Small;51.0;1400.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2014;40;15;52;92691;3;800;3;113;0;0;0;1;0;Senior;Middle Income;3.970291913552122;Medium;17.333333333333332;266.6666666666667;4.736198448394496;2.173076923076923;High Spender;High Dependency;Adult;Advanced/PhD
2015;49;19;169;95054;3;5670;3;167;1;0;1;0;1;Senior;High Income;5.135798437050262;Medium;56.333333333333336;1890.0;5.123963979403259;0.9881656804733728;High Spender;High Dependency;Adult;Advanced/PhD
2016;30;5;141;95747;1;800;1;0;0;0;0;1;0;Mid-Level;High Income;4.955827057601261;Small;141.0;800.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
2017;41;17;93;92835;4;800;1;218;0;0;0;0;0;Senior;High Income;4.543294782270004;Medium;23.25;200.0;5.389071729816501;2.3440860215053765;High Spender;High Dependency;Adult;Undergraduate
2018;42;15;14;92064;3;1000;2;0;0;1;0;0;0;Senior;Low Income;2.70805020110221;Medium;4.666666666666667;333.3333333333333;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
2019;63;39;160;90089;2;2100;1;0;0;0;0;1;1;Senior;High Income;5.081404364984463;Small;80.0;1050.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2020;43;17;44;94611;1;200;1;0;0;1;1;1;0;Senior;Middle Income;3.8066624897703196;Small;44.0;200.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
2021;59;34;33;94303;3;200;1;0;0;1;0;0;0;Senior;Middle Income;3.5263605246161616;Medium;11.0;66.66666666666667;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2022;46;20;103;91380;4;4800;3;0;1;0;0;1;0;Senior;High Income;4.6443908991413725;Medium;25.75;1200.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2023;33;3;71;93561;4;1800;3;236;0;0;0;0;0;Mid-Level;High Income;4.276666119016055;Medium;17.75;450.0;5.4680601411351315;3.323943661971831;High Spender;High Dependency;Adult;Advanced/PhD
2024;55;29;55;94720;1;200;1;151;0;0;0;1;0;Senior;Middle Income;4.02535169073515;Small;55.0;200.0;5.0238805208462765;2.7454545454545456;High Spender;High Dependency;Senior;Undergraduate
2025;36;12;113;94305;4;200;1;0;1;0;0;0;0;Senior;High Income;4.736198448394496;Medium;28.25;50.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
2026;47;20;79;94720;3;2000;2;185;0;1;0;0;0;Senior;High Income;4.382026634673881;Medium;26.333333333333332;666.6666666666666;5.225746673713202;2.3417721518987342;High Spender;High Dependency;Adult;Graduate
2027;59;33;80;93907;2;700;2;0;0;0;0;1;0;Senior;High Income;4.394449154672439;Small;40.0;350.0;0.0;0.0;High Spender;No Mortgage;Senior;Graduate
2028;38;12;179;94596;2;0;1;380;0;0;0;0;0;Senior;High Income;5.19295685089021;Small;89.5;0.0;5.942799375126701;2.122905027932961;Low Spender;High Dependency;Adult;Undergraduate
2029;42;17;9;91710;2;0;3;0;0;0;0;0;0;Senior;Low Income;2.302585092994046;Small;4.5;0.0;0.0;0.0;Low Spender;No Mortgage;Adult;Advanced/PhD
2030;30;3;61;92152;4;2000;2;0;0;0;0;1;0;Mid-Level;Middle Income;4.127134385045092;Medium;15.25;500.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
2031;63;38;111;95814;2;3900;1;207;0;1;1;1;1;Senior;High Income;4.718498871295094;Small;55.5;1950.0;5.337538079701318;1.864864864864865;High Spender;High Dependency;Senior;Undergraduate
2032;60;35;80;94608;3;500;1;0;0;0;0;1;0;Senior;High Income;4.394449154672439;Medium;26.666666666666668;166.66666666666666;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2033;62;37;32;90266;3;200;1;0;0;1;0;0;1;Senior;Middle Income;3.4965075614664802;Medium;10.666666666666666;66.66666666666667;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2034;49;23;83;92126;1;300;1;0;0;0;0;1;1;Senior;High Income;4.430816798843313;Small;83.0;300.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
2035;59;33;91;92821;4;1900;2;329;0;0;0;0;0;Senior;High Income;4.5217885770490405;Medium;22.75;475.0;5.799092654460526;3.6153846153846154;High Spender;High Dependency;Senior;Graduate
2036;36;10;29;93065;4;1000;1;0;0;0;0;1;1;Senior;Middle Income;3.4011973816621555;Medium;7.25;250.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
2037;46;19;19;94305;3;670;2;0;0;0;0;1;0;Senior;Low Income;2.995732273553991;Medium;6.333333333333333;223.33333333333334;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
2038;35;8;52;95616;2;1000;2;0;0;0;0;0;1;Senior;Middle Income;3.970291913552122;Small;26.0;500.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
2039;50;24;150;94551;1;7300;1;0;0;0;0;1;1;Senior;High Income;5.017279836814924;Small;150.0;7300.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
2040;51;25;32;91605;2;400;3;0;0;0;0;1;0;Senior;Middle Income;3.4965075614664802;Small;16.0;200.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
2041;41;16;91;94720;3;500;3;0;0;0;0;0;0;Senior;High Income;4.5217885770490405;Medium;30.333333333333332;166.66666666666666;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2042;45;20;180;95403;3;8500;2;535;1;0;0;0;0;Senior;High Income;5.198497031265826;Medium;60.0;2833.3333333333335;6.284134161070802;2.9722222222222223;High Spender;High Dependency;Adult;Graduate
2043;41;17;121;94102;1;300;1;0;0;0;0;1;0;Senior;High Income;4.804021044733257;Small;121.0;300.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
2044;57;32;25;90049;2;200;3;0;0;0;0;1;1;Senior;Middle Income;3.258096538021482;Small;12.5;100.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
2045;51;25;102;92677;1;300;1;0;0;0;0;1;0;Senior;High Income;4.634728988229636;Small;102.0;300.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2046;52;28;44;95051;4;900;2;107;0;0;0;1;0;Senior;Middle Income;3.8066624897703196;Medium;11.0;225.0;4.68213122712422;2.4318181818181817;High Spender;High Dependency;Senior;Graduate
2047;43;16;161;95134;3;8000;2;0;1;0;1;1;1;Senior;High Income;5.087596335232384;Medium;53.666666666666664;2666.6666666666665;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
2048;63;38;134;90640;3;4000;2;0;1;0;0;0;1;Senior;High Income;4.90527477843843;Medium;44.666666666666664;1333.3333333333333;0.0;0.0;High Spender;No Mortgage;Senior;Graduate
2049;28;4;43;94803;1;1800;2;0;0;0;0;1;1;Mid-Level;Middle Income;3.784189633918261;Small;43.0;1800.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Graduate
2050;43;18;94;92717;4;1100;2;0;0;0;0;1;0;Senior;High Income;4.553876891600541;Medium;23.5;275.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
2051;41;15;29;94024;2;800;3;98;0;0;0;0;0;Senior;Middle Income;3.4011973816621555;Small;14.5;400.0;4.59511985013459;3.3793103448275863;High Spender;High Dependency;Adult;Advanced/PhD
2052;34;8;38;90018;4;200;1;0;0;0;0;0;0;Senior;Middle Income;3.6635616461296463;Medium;9.5;50.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
2053;28;3;120;94080;1;800;1;170;0;0;0;0;0;Mid-Level;High Income;4.795790545596741;Small;120.0;800.0;5.14166355650266;1.4166666666666667;High Spender;High Dependency;Young Adult;Undergraduate
2054;58;32;85;92110;2;2000;1;161;0;1;1;1;1;Senior;High Income;4.454347296253507;Small;42.5;1000.0;5.087596335232384;1.8941176470588235;High Spender;High Dependency;Senior;Undergraduate
2055;39;15;89;92126;2;1900;1;0;0;0;0;0;0;Senior;High Income;4.499809670330265;Small;44.5;950.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
2056;49;23;25;90274;1;1400;3;0;0;0;0;1;0;Senior;Middle Income;3.258096538021482;Small;25.0;1400.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2057;33;8;20;92691;3;1300;1;83;0;0;0;0;1;Senior;Low Income;3.044522437723423;Medium;6.666666666666667;433.3333333333333;4.430816798843313;4.15;High Spender;High Dependency;Adult;Undergraduate
2058;37;12;125;91754;2;3900;1;0;0;0;0;1;1;Senior;High Income;4.836281906951478;Small;62.5;1950.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
2059;33;7;18;92093;1;600;3;0;0;0;0;0;0;Senior;Low Income;2.9444389791664403;Small;18.0;600.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2060;28;3;173;92121;2;6700;1;222;0;0;0;1;0;Mid-Level;High Income;5.159055299214529;Small;86.5;3350.0;5.407171771460119;1.283236994219653;High Spender;High Dependency;Young Adult;Undergraduate
2061;54;29;34;92093;4;100;3;0;0;0;0;1;1;Senior;Middle Income;3.5553480614894135;Medium;8.5;25.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
2062;63;38;159;93950;4;4900;2;111;1;0;0;0;0;Senior;High Income;5.075173815233827;Medium;39.75;1225.0;4.718498871295094;0.6981132075471698;High Spender;High Dependency;Senior;Graduate
2063;57;31;55;92521;3;2500;1;219;0;0;1;1;1;Senior;Middle Income;4.02535169073515;Medium;18.333333333333332;833.3333333333334;5.393627546352362;3.981818181818182;High Spender;High Dependency;Senior;Undergraduate
2064;56;30;32;94080;2;400;3;0;0;0;0;1;0;Senior;Middle Income;3.4965075614664802;Small;16.0;200.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
2065;54;29;65;94545;4;1800;3;0;0;0;0;0;1;Senior;High Income;4.189654742026425;Medium;16.25;450.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
2066;29;5;83;92354;3;1500;1;0;0;0;0;1;1;Mid-Level;High Income;4.430816798843313;Medium;27.666666666666668;500.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Undergraduate
2067;41;16;30;95814;2;1400;2;0;0;0;0;0;1;Senior;Middle Income;3.4339872044851463;Small;15.0;700.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
2068;58;32;180;91770;1;2900;1;0;0;0;0;0;1;Senior;High Income;5.198497031265826;Small;180.0;2900.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2069;61;37;13;90024;2;300;3;0;0;0;0;1;0;Senior;Low Income;2.6390573296152584;Small;6.5;150.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
2070;30;4;35;90059;4;800;1;0;0;0;0;1;1;Mid-Level;Middle Income;3.58351893845611;Medium;8.75;200.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
2071;62;37;95;91107;3;500;1;0;0;0;0;0;0;Senior;High Income;4.564348191467836;Medium;31.666666666666668;166.66666666666666;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2072;52;28;83;94705;1;0;1;0;0;0;0;1;0;Senior;High Income;4.430816798843313;Small;83.0;0.0;0.0;0.0;Low Spender;No Mortgage;Senior;Undergraduate
2073;29;3;39;95831;4;200;1;137;0;0;0;1;1;Mid-Level;Middle Income;3.6888794541139363;Medium;9.75;50.0;4.927253685157205;3.5128205128205128;High Spender;High Dependency;Young Adult;Undergraduate
2074;46;20;54;91107;1;700;3;154;0;0;0;1;1;Senior;Middle Income;4.007333185232471;Small;54.0;700.0;5.043425116919247;2.8518518518518516;High Spender;High Dependency;Adult;Advanced/PhD
2075;52;27;81;91942;1;1300;3;293;0;0;0;0;1;Senior;High Income;4.406719247264253;Small;81.0;1300.0;5.683579767338681;3.617283950617284;High Spender;High Dependency;Senior;Advanced/PhD
2076;40;16;53;94123;4;2000;3;0;0;0;0;0;0;Senior;Middle Income;3.9889840465642745;Medium;13.25;500.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2077;49;23;119;91030;1;7300;1;398;0;0;0;0;0;Senior;High Income;4.787491742782046;Small;119.0;7300.0;5.988961416889864;3.3445378151260505;High Spender;High Dependency;Adult;Undergraduate
2078;34;9;160;94108;4;8000;3;0;1;0;0;0;1;Senior;High Income;5.081404364984463;Medium;40.0;2000.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2079;35;11;21;95814;2;1000;2;0;0;0;0;0;0;Senior;Low Income;3.091042453358316;Small;10.5;500.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
2080;26;2;40;94132;1;1000;3;0;0;0;0;1;0;Junior;Middle Income;3.713572066704308;Small;40.0;1000.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Advanced/PhD
2081;65;40;69;91706;4;100;2;0;0;0;0;1;0;Senior;High Income;4.248495242049359;Medium;17.25;25.0;0.0;0.0;High Spender;No Mortgage;Senior;Graduate
2082;52;27;45;95006;1;1300;2;0;0;0;0;0;0;Senior;Middle Income;3.828641396489095;Small;45.0;1300.0;0.0;0.0;High Spender;No Mortgage;Senior;Graduate
2083;32;7;55;91301;4;2000;2;0;0;0;0;1;0;Senior;Middle Income;4.02535169073515;Medium;13.75;500.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
2084;31;7;38;94025;1;200;3;0;0;0;0;1;0;Senior;Middle Income;3.6635616461296463;Small;38.0;200.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2085;36;9;44;93907;4;1000;2;101;0;1;0;1;0;Senior;Middle Income;3.8066624897703196;Medium;11.0;250.0;4.624972813284271;2.2954545454545454;High Spender;High Dependency;Adult;Graduate
2086;50;24;45;94105;3;600;2;117;0;0;0;1;0;Senior;Middle Income;3.828641396489095;Medium;15.0;200.0;4.770684624465665;2.6;High Spender;High Dependency;Adult;Graduate
2087;36;12;84;90291;1;800;2;0;0;0;0;1;1;Senior;High Income;4.442651256490317;Small;84.0;800.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
2088;51;27;188;94305;2;6900;2;343;1;0;0;1;0;Senior;High Income;5.241747015059643;Small;94.0;3450.0;5.840641657373398;1.824468085106383;High Spender;High Dependency;Senior;Graduate
2089;39;9;29;94701;3;2000;3;151;0;1;0;0;0;Senior;Middle Income;3.4011973816621555;Medium;9.666666666666666;666.6666666666666;5.0238805208462765;5.206896551724138;High Spender;High Dependency;Adult;Advanced/PhD
2090;53;29;95;94304;1;2700;2;0;0;0;0;1;0;Senior;High Income;4.564348191467836;Small;95.0;2700.0;0.0;0.0;High Spender;No Mortgage;Senior;Graduate
2091;50;25;79;95023;1;2900;1;307;0;0;0;0;1;Senior;High Income;4.382026634673881;Small;79.0;2900.0;5.730099782973574;3.8860759493670884;High Spender;High Dependency;Adult;Undergraduate
2092;31;4;41;91360;1;2000;2;0;0;1;0;1;0;Mid-Level;Middle Income;3.7376696182833684;Small;41.0;2000.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
2093;53;23;19;92673;4;400;3;84;0;0;0;1;0;Senior;Low Income;2.995732273553991;Medium;4.75;100.0;4.442651256490317;4.421052631578948;High Spender;High Dependency;Senior;Advanced/PhD
2094;48;23;75;94111;4;3600;3;0;0;0;0;1;1;Senior;High Income;4.330733340286331;Medium;18.75;900.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2095;57;31;64;90024;3;2500;1;208;0;0;0;0;1;Senior;Middle Income;4.174387269895637;Medium;21.333333333333332;833.3333333333334;5.342334251964811;3.25;High Spender;High Dependency;Senior;Undergraduate
2096;47;21;174;94025;4;3200;3;0;1;0;0;0;0;Senior;High Income;5.1647859739235145;Medium;43.5;800.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2097;55;29;54;95051;2;2300;3;93;0;0;0;0;0;Senior;Middle Income;4.007333185232471;Small;27.0;1150.0;4.543294782270004;1.7222222222222223;High Spender;High Dependency;Senior;Advanced/PhD
2098;37;11;14;90740;3;100;2;113;0;0;0;1;0;Senior;Low Income;2.70805020110221;Medium;4.666666666666667;33.333333333333336;4.736198448394496;8.071428571428571;High Spender;High Dependency;Adult;Graduate
2099;59;35;94;90089;1;3800;1;272;0;0;0;0;0;Senior;High Income;4.553876891600541;Small;94.0;3800.0;5.60947179518496;2.893617021276596;High Spender;High Dependency;Senior;Undergraduate
2100;53;29;10;90095;2;400;1;0;0;0;0;0;0;Senior;Low Income;2.3978952727983707;Small;5.0;200.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2101;31;6;145;93940;1;800;1;84;0;0;0;1;0;Senior;High Income;4.983606621708336;Small;145.0;800.0;4.442651256490317;0.5793103448275863;High Spender;High Dependency;Adult;Undergraduate
2102;35;5;203;95032;1;10000;3;0;1;0;0;0;0;Mid-Level;High Income;5.318119993844216;Small;203.0;10000.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2103;25;-1;81;92647;2;1600;3;0;0;0;0;1;1;Junior;High Income;4.406719247264253;Small;40.5;800.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Advanced/PhD
2104;37;13;153;90630;2;6500;1;0;0;0;0;1;1;Senior;High Income;5.0369526024136295;Small;76.5;3250.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
2105;40;14;58;90245;4;200;3;0;0;0;0;1;0;Senior;Middle Income;4.07753744390572;Medium;14.5;50.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2106;31;5;49;94114;4;1800;3;0;0;0;0;1;1;Mid-Level;Middle Income;3.912023005428146;Medium;12.25;450.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2107;62;38;132;90210;1;2900;1;0;0;0;0;0;0;Senior;High Income;4.890349128221754;Small;132.0;2900.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2108;41;17;85;90291;4;200;3;229;0;0;0;0;0;Senior;High Income;4.454347296253507;Medium;21.25;50.0;5.438079308923196;2.6941176470588237;High Spender;High Dependency;Adult;Advanced/PhD
2109;56;32;85;94132;3;2670;1;0;0;1;0;1;0;Senior;High Income;4.454347296253507;Medium;28.333333333333332;890.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2110;47;23;178;93014;1;6500;3;0;1;0;0;0;0;Senior;High Income;5.187385805840755;Small;178.0;6500.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2111;28;4;104;94301;3;2500;1;0;0;0;0;0;0;Mid-Level;High Income;4.653960350157523;Medium;34.666666666666664;833.3333333333334;0.0;0.0;High Spender;No Mortgage;Young Adult;Undergraduate
2112;60;34;40;94105;1;1600;1;0;0;0;0;1;0;Senior;Middle Income;3.713572066704308;Small;40.0;1600.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2113;27;2;103;93117;1;1900;1;120;0;0;0;1;0;Junior;High Income;4.6443908991413725;Small;103.0;1900.0;4.795790545596741;1.1650485436893203;High Spender;High Dependency;Young Adult;Undergraduate
2114;57;33;25;92064;2;1000;1;0;0;0;0;1;0;Senior;Middle Income;3.258096538021482;Small;12.5;500.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2115;62;36;69;95039;2;1700;3;0;0;0;0;1;0;Senior;High Income;4.248495242049359;Small;34.5;850.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
2116;57;31;30;95070;3;1400;1;0;0;0;0;0;0;Senior;Middle Income;3.4339872044851463;Medium;10.0;466.6666666666667;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2117;44;17;70;94920;3;2670;2;0;0;0;0;0;0;Senior;High Income;4.2626798770413155;Medium;23.333333333333332;890.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
2118;31;7;15;91380;3;900;3;0;0;0;0;1;0;Senior;Low Income;2.772588722239781;Medium;5.0;300.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2119;31;5;125;91320;2;1300;1;0;0;0;0;1;1;Mid-Level;High Income;4.836281906951478;Small;62.5;650.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
2120;39;13;50;94923;3;500;3;0;0;0;0;0;0;Senior;Middle Income;3.9318256327243257;Medium;16.666666666666668;166.66666666666666;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2121;41;17;44;93106;1;300;3;0;0;0;0;1;0;Senior;Middle Income;3.8066624897703196;Small;44.0;300.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2122;41;17;38;92182;4;2200;2;180;0;0;0;0;1;Senior;Middle Income;3.6635616461296463;Medium;9.5;550.0;5.198497031265826;4.7368421052631575;High Spender;High Dependency;Adult;Graduate
2123;55;29;64;93437;3;800;1;119;0;0;0;0;1;Senior;Middle Income;4.174387269895637;Medium;21.333333333333332;266.6666666666667;4.787491742782046;1.859375;High Spender;High Dependency;Senior;Undergraduate
2124;28;2;9;95014;1;100;2;0;0;0;0;1;0;Junior;Low Income;2.302585092994046;Small;9.0;100.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Graduate
2125;35;9;44;92054;3;900;1;89;0;0;0;0;0;Senior;Middle Income;3.8066624897703196;Medium;14.666666666666666;300.0;4.499809670330265;2.022727272727273;High Spender;High Dependency;Adult;Undergraduate
2126;44;20;93;91910;4;800;1;101;0;0;0;1;0;Senior;High Income;4.543294782270004;Medium;23.25;200.0;4.624972813284271;1.086021505376344;High Spender;High Dependency;Adult;Undergraduate
2127;44;19;83;92121;4;400;1;141;0;0;0;0;0;Senior;High Income;4.430816798843313;Medium;20.75;100.0;4.955827057601261;1.6987951807228916;High Spender;High Dependency;Adult;Undergraduate
2128;40;14;179;94720;2;0;1;0;0;0;0;0;0;Senior;High Income;5.19295685089021;Small;89.5;0.0;0.0;0.0;Low Spender;No Mortgage;Adult;Undergraduate
2129;65;40;40;94104;1;1100;3;0;0;0;0;0;0;Senior;Middle Income;3.713572066704308;Small;40.0;1100.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
2130;35;10;58;91754;4;700;3;232;0;0;0;0;0;Senior;Middle Income;4.07753744390572;Medium;14.5;175.0;5.4510384535657;4.0;High Spender;High Dependency;Adult;Advanced/PhD
2131;55;31;74;94607;3;2670;1;0;0;0;0;0;1;Senior;High Income;4.31748811353631;Medium;24.666666666666668;890.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2132;55;31;15;95747;1;200;1;0;0;0;0;0;0;Senior;Low Income;2.772588722239781;Small;15.0;200.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2133;59;35;11;94949;2;1000;1;0;0;0;0;0;1;Senior;Low Income;2.4849066497880004;Small;5.5;500.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2134;39;15;41;95035;1;2000;2;176;0;0;0;1;0;Senior;Middle Income;3.7376696182833684;Small;41.0;2000.0;5.176149732573829;4.2926829268292686;High Spender;High Dependency;Adult;Graduate
2135;50;24;68;95821;1;1500;2;120;0;0;0;1;1;Senior;High Income;4.23410650459726;Small;68.0;1500.0;4.795790545596741;1.7647058823529411;High Spender;High Dependency;Adult;Graduate
2136;45;15;28;95039;1;750;3;0;0;1;0;0;0;Senior;Middle Income;3.367295829986474;Small;28.0;750.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2137;50;26;115;95008;1;1200;3;0;1;0;0;0;1;Senior;High Income;4.7535901911063645;Small;115.0;1200.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
2138;65;40;83;92354;4;100;2;247;0;0;0;1;0;Senior;High Income;4.430816798843313;Medium;20.75;25.0;5.5134287461649825;2.9759036144578315;High Spender;High Dependency;Senior;Graduate
2139;36;11;40;93611;2;1100;2;166;0;1;0;0;0;Senior;Middle Income;3.713572066704308;Small;20.0;550.0;5.117993812416755;4.15;High Spender;High Dependency;Adult;Graduate
2140;57;32;113;91768;1;100;3;0;0;0;0;1;0;Senior;High Income;4.736198448394496;Small;113.0;100.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
2141;53;27;89;92130;1;800;3;0;0;1;0;1;0;Senior;High Income;4.499809670330265;Small;89.0;800.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
2142;28;4;38;92109;4;1600;1;0;0;0;0;0;0;Mid-Level;Middle Income;3.6635616461296463;Medium;9.5;400.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Undergraduate
2143;55;31;62;93943;4;1500;1;0;0;0;0;1;0;Senior;Middle Income;4.143134726391533;Medium;15.5;375.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2144;56;31;65;92093;3;1700;1;109;0;0;0;0;0;Senior;High Income;4.189654742026425;Medium;21.666666666666668;566.6666666666666;4.700480365792417;1.676923076923077;High Spender;High Dependency;Senior;Undergraduate
2145;33;6;168;94720;3;5670;2;0;1;1;1;1;0;Senior;High Income;5.1298987149230735;Medium;56.0;1890.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
2146;57;32;40;94720;3;1700;1;0;0;0;0;1;1;Senior;Middle Income;3.713572066704308;Medium;13.333333333333334;566.6666666666666;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2147;27;3;30;93108;1;1000;3;80;0;0;0;0;0;Mid-Level;Middle Income;3.4339872044851463;Small;30.0;1000.0;4.394449154672439;2.6666666666666665;High Spender;High Dependency;Young Adult;Advanced/PhD
2148;27;3;20;92007;4;1000;1;0;0;0;0;0;0;Mid-Level;Low Income;3.044522437723423;Medium;5.0;250.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Undergraduate
2149;54;30;58;92007;2;3200;3;0;0;0;0;0;0;Senior;Middle Income;4.07753744390572;Small;29.0;1600.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
2150;48;22;150;95039;1;7300;1;193;0;0;0;0;0;Senior;High Income;5.017279836814924;Small;150.0;7300.0;5.267858159063328;1.2866666666666666;High Spender;High Dependency;Adult;Undergraduate
2151;62;38;54;91320;1;800;1;0;0;1;0;0;1;Senior;Middle Income;4.007333185232471;Small;54.0;800.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
2152;41;16;19;91730;2;300;2;105;0;0;0;0;0;Senior;Low Income;2.995732273553991;Small;9.5;150.0;4.663439094112067;5.526315789473684;High Spender;High Dependency;Adult;Graduate
2153;62;38;30;94304;3;100;3;128;0;0;0;1;0;Senior;Middle Income;3.4339872044851463;Medium;10.0;33.333333333333336;4.859812404361672;4.266666666666667;High Spender;High Dependency;Senior;Advanced/PhD
